#Simulation Results 
#Ntramas 	10
<<<<<<< HEAD
#L 		3200
=======
#L 		10
>>>>>>> FETCH_HEAD
#TaxaChegadas 	1.0
#Rb 		10000.0
#d 		5000000.0

0.0	G	0	0.0	-	-	-	-	-	-
0.0	A	0	0.0	0.0	-	-	-	0	0
0.0	Stx	0	0.0	0.0	-	-	-	0	1
<<<<<<< HEAD
0.025	Srx	0	0.0	-	-	0.025	-	-	-
0.32	Etx	0	0.0	-	0.32	-	-	0	0
0.34500000000000003	Erx	0	0.0	-	-	-	0.34500000000000003	-	-
0.6699999999999999	Stx	0	0.0	0.6699999999999999	-	-	-	0	1
0.695	Srx	0	0.0	-	-	0.695	-	-	-
0.99	Etx	0	0.0	-	0.99	-	-	0	0
1.015	Erx	0	0.0	-	-	-	1.015	-	-
1.3399999999999999	Stx	0	0.0	1.3399999999999999	-	-	-	0	1
1.3649999999999998	Srx	0	0.0	-	-	1.3649999999999998	-	-	-
1.66	Etx	0	0.0	-	1.66	-	-	0	0
1.6849999999999998	Erx	0	0.0	-	-	-	1.6849999999999998	-	-
2.01	Stx	0	0.0	2.01	-	-	-	0	1
2.0349999999999997	Srx	0	0.0	-	-	2.0349999999999997	-	-	-
2.3299999999999996	Etx	0	0.0	-	2.3299999999999996	-	-	0	0
2.3549999999999995	Erx	0	0.0	-	-	-	2.3549999999999995	-	-
2.6799999999999997	Stx	0	0.0	2.6799999999999997	-	-	-	0	1
2.7049999999999996	Srx	0	0.0	-	-	2.7049999999999996	-	-	-
2.9999999999999996	Etx	0	0.0	-	2.9999999999999996	-	-	0	0
3.0249999999999995	Erx	0	0.0	-	-	-	3.0249999999999995	-	-
3.3499999999999996	Stx	0	0.0	3.3499999999999996	-	-	-	0	1
3.3749999999999996	Srx	0	0.0	-	-	3.3749999999999996	-	-	-
3.6699999999999995	Etx	0	0.0	-	3.6699999999999995	-	-	0	0
3.6949999999999994	Erx	0	0.0	-	-	-	3.6949999999999994	-	-
4.02	Stx	0	0.0	4.02	-	-	-	0	1
4.045	Srx	0	0.0	-	-	4.045	-	-	-
4.34	Etx	0	0.0	-	4.34	-	-	0	0
4.365	Erx	0	0.0	-	-	-	4.365	-	-
4.6899999999999995	Stx	0	0.0	4.6899999999999995	-	-	-	0	1
4.715	Srx	0	0.0	-	-	4.715	-	-	-
5.01	Etx	0	0.0	-	5.01	-	-	0	0
5.035	Erx	0	0.0	-	-	-	5.035	-	-
5.359999999999999	Stx	0	0.0	5.359999999999999	-	-	-	0	1
5.385	Srx	0	0.0	-	-	5.385	-	-	-
5.68	Etx	0	0.0	-	5.68	-	-	0	0
5.705	Erx	0	0.0	-	-	-	5.705	-	-
6.029999999999999	Stx	0	0.0	6.029999999999999	-	-	-	0	1
6.055	Srx	0	0.0	-	-	6.055	-	-	-
